timestamp,open,high,low,close,volume,symbol
2023-11-27 21:00:00,54.24,54.56,54.24,54.56,17.99726,SOL/USDT
2023-11-27 22:00:00,54.56,54.62,54.56,54.62,1.6727,SOL/USDT
2023-11-27 23:00:00,54.65,54.94,54.65,54.94,2.23002,SOL/USDT
2023-11-28 00:00:00,55.0,55.57,55.0,55.23,125.07772,SOL/USDT
2023-11-28 01:00:00,55.31,55.38,55.25,55.38,137.6839,SOL/USDT
2023-11-28 02:00:00,55.1,55.1,54.79,55.05,5.20964,SOL/USDT
2023-11-28 03:00:00,55.05,55.05,55.05,55.05,0.0,SOL/USDT
2023-11-28 04:00:00,55.06,55.06,54.45,54.45,3.71218,SOL/USDT
2023-11-28 05:00:00,54.44,54.44,54.13,54.13,7.88944,SOL/USDT
2023-11-28 06:00:00,54.12,54.85,54.12,54.85,3.26302,SOL/USDT
2023-11-28 07:00:00,54.87,55.1,54.65,55.1,4.71814,SOL/USDT
2023-11-28 08:00:00,55.11,55.11,55.11,55.11,1.3609,SOL/USDT
2023-11-28 09:00:00,54.85,55.59,54.81,55.59,132.12566,SOL/USDT
2023-11-28 10:00:00,55.5,55.66,55.5,55.62,44.86076,SOL/USDT
2023-11-28 11:00:00,55.68,56.45,55.68,56.44,21.28064,SOL/USDT
2023-11-28 12:00:00,56.12,56.12,55.79,55.79,10.95496,SOL/USDT
2023-11-28 13:00:00,55.79,56.27,55.79,56.22,17.52144,SOL/USDT
2023-11-28 14:00:00,56.07,56.07,56.03,56.03,2.40336,SOL/USDT
2023-11-28 15:00:00,55.92,55.94,55.63,55.94,4.18528,SOL/USDT
2023-11-28 16:00:00,56.0,57.1,55.93,57.1,127.80956,SOL/USDT
2023-11-28 17:00:00,57.11,58.14,57.11,58.14,141.14934,SOL/USDT
2023-11-28 18:00:00,58.08,58.16,57.74,57.74,78.40688,SOL/USDT
2023-11-28 19:00:00,57.67,58.06,57.67,58.06,12.11178,SOL/USDT
2023-11-28 20:00:00,57.86,58.45,57.77,58.45,6.49936,SOL/USDT
2023-11-28 21:00:00,58.27,58.37,58.25,58.25,35.05966,SOL/USDT
2023-11-28 22:00:00,58.1,58.1,57.71,57.88,60.37854,SOL/USDT
2023-11-28 23:00:00,57.73,58.07,57.73,58.07,17.04798,SOL/USDT
2023-11-29 00:00:00,57.86,58.51,57.84,58.51,9.79092,SOL/USDT
2023-11-29 01:00:00,58.25,58.44,58.25,58.44,0.34484,SOL/USDT
2023-11-29 02:00:00,58.25,58.64,58.25,58.44,1.20412,SOL/USDT
2023-11-29 03:00:00,58.32,58.57,58.1,58.57,2.58204,SOL/USDT
2023-11-29 04:00:00,58.32,58.32,58.32,58.32,0.38594,SOL/USDT
2023-11-29 05:00:00,58.32,58.32,58.2,58.2,50.12746,SOL/USDT
2023-11-29 06:00:00,58.44,59.36,58.44,59.32,92.76124,SOL/USDT
2023-11-29 07:00:00,59.4,59.55,59.07,59.36,60.56048,SOL/USDT
2023-11-29 08:00:00,59.39,61.4,59.39,61.4,236.21624,SOL/USDT
2023-11-29 09:00:00,61.42,61.57,60.49,60.98,62.1618,SOL/USDT
2023-11-29 10:00:00,60.86,60.86,60.06,60.56,52.24674,SOL/USDT
2023-11-29 11:00:00,60.57,60.82,60.54,60.82,43.63582,SOL/USDT
2023-11-29 12:00:00,60.67,60.77,60.34,60.77,13.27662,SOL/USDT
2023-11-29 13:00:00,60.72,60.87,60.34,60.86,24.71684,SOL/USDT
2023-11-29 14:00:00,60.7,61.43,60.0,60.0,351.46124,SOL/USDT
2023-11-29 15:00:00,60.0,60.18,59.14,60.05,517.57928,SOL/USDT
2023-11-29 16:00:00,60.13,60.13,59.0,59.23,176.41076,SOL/USDT
2023-11-29 17:00:00,59.31,60.0,59.01,60.0,23.67866,SOL/USDT
2023-11-29 18:00:00,59.88,60.03,59.66,60.03,62.23922,SOL/USDT
2023-11-29 19:00:00,59.99,60.21,59.85,59.85,18.3015,SOL/USDT
2023-11-29 20:00:00,60.0,60.25,59.37,59.37,63.81768,SOL/USDT
2023-11-29 21:00:00,59.32,59.32,58.85,58.89,76.65094,SOL/USDT
2023-11-29 22:00:00,59.05,59.25,59.05,59.25,0.48392,SOL/USDT
2023-11-29 23:00:00,59.05,59.25,59.05,59.25,0.24112,SOL/USDT
2023-11-30 00:00:00,59.06,59.59,59.06,59.59,4.16528,SOL/USDT
2023-11-30 01:00:00,59.37,59.45,58.98,59.45,3.04782,SOL/USDT
2023-11-30 02:00:00,59.42,60.0,59.42,60.0,12.85644,SOL/USDT
2023-11-30 03:00:00,60.04,60.52,60.04,60.52,12.3863,SOL/USDT
2023-11-30 04:00:00,60.52,60.93,60.48,60.48,442.81098,SOL/USDT
2023-11-30 05:00:00,60.46,60.46,60.24,60.24,2.17314,SOL/USDT
2023-11-30 06:00:00,60.46,61.0,59.84,60.05,22.78696,SOL/USDT
2023-11-30 07:00:00,60.19,60.31,60.04,60.04,9.3115,SOL/USDT
2023-11-30 08:00:00,59.9,59.9,59.49,59.49,11.57234,SOL/USDT
2023-11-30 09:00:00,59.45,59.82,59.45,59.82,16.81196,SOL/USDT
2023-11-30 10:00:00,59.6,59.92,59.6,59.92,51.30012,SOL/USDT
2023-11-30 11:00:00,59.92,60.71,59.92,60.71,10.84738,SOL/USDT
2023-11-30 12:00:00,60.68,61.5,60.68,61.0,154.58558,SOL/USDT
2023-11-30 13:00:00,60.95,60.95,60.0,60.24,188.3255,SOL/USDT
2023-11-30 14:00:00,60.21,60.21,59.75,59.77,172.4813,SOL/USDT
2023-11-30 15:00:00,59.71,59.96,59.36,59.36,27.04306,SOL/USDT
2023-11-30 16:00:00,59.58,59.58,59.28,59.28,17.7543,SOL/USDT
2023-11-30 17:00:00,59.27,59.46,59.13,59.46,30.78494,SOL/USDT
2023-11-30 18:00:00,59.15,59.7,59.15,59.7,8.88714,SOL/USDT
2023-11-30 19:00:00,59.71,59.82,59.71,59.82,0.9296,SOL/USDT
2023-11-30 20:00:00,59.62,59.96,59.62,59.96,14.32278,SOL/USDT
2023-11-30 21:00:00,60.0,60.0,59.93,59.93,4.27416,SOL/USDT
2023-11-30 22:00:00,59.75,59.76,59.43,59.64,16.1558,SOL/USDT
2023-11-30 23:00:00,59.4,59.4,59.03,59.03,11.29622,SOL/USDT
2023-12-01 00:00:00,59.03,59.03,58.81,58.81,69.70164,SOL/USDT
2023-12-01 01:00:00,59.09,60.07,59.07,60.07,5.37652,SOL/USDT
2023-12-01 02:00:00,60.13,60.77,60.13,60.77,25.96974,SOL/USDT
2023-12-01 03:00:00,60.79,60.86,60.79,60.86,36.41378,SOL/USDT
2023-12-01 04:00:00,60.86,60.91,60.86,60.91,21.52326,SOL/USDT
2023-12-01 05:00:00,60.57,60.57,60.52,60.52,1.82084,SOL/USDT
2023-12-01 06:00:00,60.48,60.77,60.17,60.77,12.92584,SOL/USDT
2023-12-01 07:00:00,60.8,61.12,60.8,61.12,109.66824,SOL/USDT
2023-12-01 08:00:00,60.83,61.1,60.83,61.1,6.32008,SOL/USDT
2023-12-01 09:00:00,61.15,61.58,61.15,61.58,111.61986,SOL/USDT
2023-12-01 10:00:00,61.59,61.77,61.32,61.42,21.6939,SOL/USDT
2023-12-01 11:00:00,61.23,61.35,61.02,61.27,15.88448,SOL/USDT
2023-12-01 12:00:00,60.95,61.05,60.71,60.73,26.77186,SOL/USDT
2023-12-01 13:00:00,60.7,60.7,60.54,60.54,1.40934,SOL/USDT
2023-12-01 14:00:00,60.5,60.5,60.01,60.01,12.8939,SOL/USDT
2023-12-01 15:00:00,60.0,60.31,59.95,60.31,35.00476,SOL/USDT
2023-12-01 16:00:00,60.31,61.06,60.19,60.27,144.63208,SOL/USDT
2023-12-01 17:00:00,60.26,60.57,59.82,60.57,22.26486,SOL/USDT
2023-12-01 18:00:00,60.7,60.86,60.55,60.56,42.14502,SOL/USDT
2023-12-01 19:00:00,60.54,60.54,60.47,60.47,5.52356,SOL/USDT
2023-12-01 20:00:00,60.7,60.76,60.35,60.35,5.07142,SOL/USDT
2023-12-01 21:00:00,60.5,60.5,60.24,60.24,57.47704,SOL/USDT
2023-12-01 22:00:00,60.19,60.19,60.19,60.19,0.11938,SOL/USDT
2023-12-01 23:00:00,60.13,60.13,59.81,59.81,5.52594,SOL/USDT
2023-12-02 00:00:00,59.81,59.81,59.81,59.81,0.0,SOL/USDT
2023-12-02 01:00:00,60.04,60.57,60.04,60.57,4.29258,SOL/USDT
2023-12-02 02:00:00,60.7,60.86,60.7,60.86,2.83716,SOL/USDT
2023-12-02 03:00:00,60.91,61.09,60.91,61.09,53.56356,SOL/USDT
2023-12-02 04:00:00,61.04,61.1,60.9,61.1,2.7155,SOL/USDT
2023-12-02 05:00:00,61.15,61.4,61.15,61.4,417.92684,SOL/USDT
2023-12-02 06:00:00,61.4,61.89,61.4,61.89,160.20428,SOL/USDT
2023-12-02 07:00:00,61.96,62.81,61.91,62.26,323.12546,SOL/USDT
2023-12-02 08:00:00,62.19,62.25,61.79,61.97,16.5106,SOL/USDT
2023-12-02 09:00:00,61.97,62.32,61.9,62.32,25.14162,SOL/USDT
2023-12-02 10:00:00,62.25,62.25,62.18,62.18,6.72552,SOL/USDT
2023-12-02 11:00:00,62.25,62.25,62.1,62.1,20.64882,SOL/USDT
2023-12-02 12:00:00,62.1,62.1,62.1,62.1,0.0,SOL/USDT
2023-12-02 13:00:00,62.24,62.33,62.24,62.33,249.18156,SOL/USDT
2023-12-02 14:00:00,62.08,62.08,61.6,61.61,103.37908,SOL/USDT
2023-12-02 15:00:00,61.82,61.82,61.82,61.82,0.74654,SOL/USDT
2023-12-02 16:00:00,61.82,61.82,61.82,61.82,0.0,SOL/USDT
2023-12-02 17:00:00,61.78,61.78,61.78,61.78,0.22488,SOL/USDT
2023-12-02 18:00:00,62.0,62.26,61.99,62.25,5.79838,SOL/USDT
2023-12-02 19:00:00,62.31,63.05,62.27,62.83,333.77426,SOL/USDT
2023-12-02 20:00:00,62.92,63.25,62.92,63.25,70.12008,SOL/USDT
2023-12-02 21:00:00,63.02,63.23,62.84,63.23,9.13866,SOL/USDT
2023-12-02 22:00:00,63.23,63.23,62.92,63.15,54.67228,SOL/USDT
2023-12-02 23:00:00,63.16,63.69,63.16,63.69,37.48338,SOL/USDT
2023-12-03 00:00:00,63.48,65.22,63.48,65.03,242.83334,SOL/USDT
2023-12-03 01:00:00,65.25,65.59,64.82,64.82,240.64122,SOL/USDT
2023-12-03 02:00:00,65.1,65.3,64.68,64.82,25.85624,SOL/USDT
2023-12-03 03:00:00,64.74,64.74,63.71,63.94,219.1594,SOL/USDT
2023-12-03 04:00:00,64.0,64.36,63.95,63.95,34.21278,SOL/USDT
2023-12-03 05:00:00,63.93,64.46,63.79,64.22,12.47322,SOL/USDT
2023-12-03 06:00:00,64.14,64.14,63.82,63.82,1.59632,SOL/USDT
2023-12-03 07:00:00,63.78,63.83,63.48,63.83,41.93104,SOL/USDT
2023-12-03 08:00:00,63.84,63.84,63.6,63.6,6.21702,SOL/USDT
2023-12-03 09:00:00,63.6,63.6,63.56,63.56,17.68762,SOL/USDT
2023-12-03 10:00:00,63.65,63.65,63.53,63.53,1.08756,SOL/USDT
2023-12-03 11:00:00,63.46,63.46,63.23,63.33,7.2269,SOL/USDT
2023-12-03 12:00:00,63.5,63.51,62.66,62.66,116.92646,SOL/USDT
2023-12-03 13:00:00,62.91,63.67,62.91,63.66,17.93788,SOL/USDT
2023-12-03 14:00:00,63.38,63.38,62.99,63.32,15.42598,SOL/USDT
2023-12-03 15:00:00,62.96,63.12,62.75,63.12,101.81582,SOL/USDT
2023-12-03 16:00:00,63.0,63.0,62.71,62.71,110.9753,SOL/USDT
2023-12-03 17:00:00,62.79,62.79,62.33,62.33,19.51964,SOL/USDT
2023-12-03 18:00:00,62.33,62.33,62.33,62.33,0.0,SOL/USDT
2023-12-03 19:00:00,62.59,62.9,62.56,62.9,35.40532,SOL/USDT
2023-12-03 20:00:00,62.91,63.12,62.84,62.84,12.01066,SOL/USDT
2023-12-03 21:00:00,63.0,63.0,63.0,63.0,9.6509,SOL/USDT
2023-12-03 22:00:00,63.0,63.69,63.0,63.6,46.23082,SOL/USDT
2023-12-03 23:00:00,63.78,63.83,62.75,62.75,81.22438,SOL/USDT
2023-12-04 00:00:00,63.13,63.56,63.13,63.56,2.6411,SOL/USDT
2023-12-04 01:00:00,63.6,64.66,63.6,64.21,117.10544,SOL/USDT
2023-12-04 02:00:00,64.15,64.15,63.88,63.88,15.72446,SOL/USDT
2023-12-04 03:00:00,64.2,64.4,64.2,64.4,37.99168,SOL/USDT
2023-12-04 04:00:00,64.41,64.94,64.41,64.86,64.10474,SOL/USDT
2023-12-04 05:00:00,64.85,65.05,64.85,64.91,30.12414,SOL/USDT
2023-12-04 06:00:00,64.97,64.97,64.39,64.55,27.85492,SOL/USDT
2023-12-04 07:00:00,64.5,64.5,63.78,63.82,175.92816,SOL/USDT
2023-12-04 08:00:00,63.7,64.38,63.7,64.16,97.88982,SOL/USDT
2023-12-04 09:00:00,64.28,64.28,63.35,63.35,209.16802,SOL/USDT
2023-12-04 10:00:00,63.55,63.6,63.06,63.06,125.67368,SOL/USDT
2023-12-04 11:00:00,63.05,63.09,60.5,61.61,221.91878,SOL/USDT
2023-12-04 12:00:00,62.04,62.07,61.82,61.86,18.9528,SOL/USDT
2023-12-04 13:00:00,61.53,61.53,60.5,60.5,73.70956,SOL/USDT
2023-12-04 14:00:00,60.45,61.36,60.19,61.24,208.77402,SOL/USDT
2023-12-04 15:00:00,61.01,61.09,60.58,60.58,10.90478,SOL/USDT
2023-12-04 16:00:00,60.57,60.81,60.56,60.81,74.08484,SOL/USDT
2023-12-04 17:00:00,60.85,61.22,60.8,60.8,52.62882,SOL/USDT
2023-12-04 18:00:00,60.77,60.77,60.24,60.56,53.08236,SOL/USDT
2023-12-04 19:00:00,60.4,61.09,60.4,61.0,38.91998,SOL/USDT
2023-12-04 20:00:00,61.1,61.6,61.1,61.6,10.07668,SOL/USDT
2023-12-04 21:00:00,61.55,61.55,61.55,61.55,13.5428,SOL/USDT
2023-12-04 22:00:00,61.68,61.89,60.9,60.9,22.99534,SOL/USDT
2023-12-04 23:00:00,61.15,61.4,61.15,61.4,3.92664,SOL/USDT
2023-12-05 00:00:00,61.58,61.97,61.58,61.97,6.12564,SOL/USDT
2023-12-05 01:00:00,61.6,61.6,60.93,60.93,7.14862,SOL/USDT
2023-12-05 02:00:00,60.86,60.86,59.9,60.25,255.3068,SOL/USDT
2023-12-05 03:00:00,60.26,60.51,60.26,60.51,1.84582,SOL/USDT
2023-12-05 04:00:00,60.42,60.43,60.4,60.4,20.27238,SOL/USDT
2023-12-05 05:00:00,60.29,60.71,60.19,60.48,6.9972,SOL/USDT
2023-12-05 06:00:00,60.38,60.39,59.86,60.07,40.51414,SOL/USDT
2023-12-05 07:00:00,59.88,59.89,59.28,59.89,478.80526,SOL/USDT
2023-12-05 08:00:00,59.68,59.86,59.59,59.86,1.84698,SOL/USDT
2023-12-05 09:00:00,59.96,60.28,59.96,60.27,226.6925,SOL/USDT
2023-12-05 10:00:00,60.07,60.07,60.07,60.07,13.41096,SOL/USDT
2023-12-05 11:00:00,60.08,60.08,60.08,60.08,0.63334,SOL/USDT
2023-12-05 12:00:00,60.29,60.51,60.29,60.35,4.02222,SOL/USDT
2023-12-05 13:00:00,60.69,60.69,60.2,60.2,46.5719,SOL/USDT
