timestamp,open,high,low,close,volume,symbol
2024-10-14 12:00:00,64924.8,66291.5,64666.3,65878.5,711.16301175,BTC/USDT
2024-10-14 16:00:00,65878.4,66104.6,65534.7,65933.9,623.11562524,BTC/USDT
2024-10-14 20:00:00,65937.1,66525.5,65725.0,66087.0,431.38178261,BTC/USDT
2024-10-15 00:00:00,66087.0,66334.1,65338.8,65402.5,230.63006142,BTC/USDT
2024-10-15 04:00:00,65402.6,65847.3,65221.8,65659.5,193.15679712,BTC/USDT
2024-10-15 08:00:00,65659.7,65852.7,65287.3,65400.0,212.18871686,BTC/USDT
2024-10-15 12:00:00,65401.5,67950.9,64800.0,66024.0,1446.34826661,BTC/USDT
2024-10-15 16:00:00,66022.6,67389.6,65986.5,66967.1,676.57765319,BTC/USDT
2024-10-15 20:00:00,66966.2,67150.0,66128.0,67071.6,365.31248006,BTC/USDT
2024-10-16 00:00:00,67071.7,67563.0,66751.5,67100.1,213.27973349,BTC/USDT
2024-10-16 04:00:00,67100.1,67350.0,66775.0,66973.5,172.74198178,BTC/USDT
2024-10-16 08:00:00,66973.6,68418.8,66914.7,67896.8,756.83157053,BTC/USDT
2024-10-16 12:00:00,67896.8,68321.4,67126.1,67748.9,692.35436605,BTC/USDT
2024-10-16 16:00:00,67748.8,68107.7,67485.7,67726.5,448.13166548,BTC/USDT
2024-10-16 20:00:00,67725.1,67961.4,67491.6,67618.2,174.63495329,BTC/USDT
2024-10-17 00:00:00,67618.2,67940.0,67399.2,67598.8,157.39694378,BTC/USDT
2024-10-17 04:00:00,67598.7,67598.7,67082.1,67301.4,190.15908229,BTC/USDT
2024-10-17 08:00:00,67301.5,67527.9,66813.2,66876.0,255.66907873,BTC/USDT
2024-10-17 12:00:00,66875.3,67682.5,66683.3,67579.5,521.16835262,BTC/USDT
2024-10-17 16:00:00,67581.0,67599.2,66722.3,66836.9,286.75160864,BTC/USDT
2024-10-17 20:00:00,66836.9,67486.8,66826.7,67424.5,152.54501311,BTC/USDT
2024-10-18 00:00:00,67424.4,68265.0,67191.5,67554.2,252.61653541,BTC/USDT
2024-10-18 04:00:00,67554.1,68377.0,67543.7,67971.5,237.80589242,BTC/USDT
2024-10-18 08:00:00,67971.5,68053.5,67680.0,67704.5,160.97122181,BTC/USDT
2024-10-18 12:00:00,67704.5,68873.8,67645.1,68724.5,603.13322756,BTC/USDT
2024-10-18 16:00:00,68728.0,69000.0,68357.3,68602.5,267.89150768,BTC/USDT
2024-10-18 20:00:00,68601.2,68690.9,68203.7,68426.7,168.14753268,BTC/USDT
2024-10-19 00:00:00,68427.0,68697.0,68299.6,68452.7,111.48899113,BTC/USDT
2024-10-19 04:00:00,68452.6,68566.1,68300.0,68345.9,86.33840191,BTC/USDT
2024-10-19 08:00:00,68345.9,68488.7,68077.0,68080.6,140.24516304,BTC/USDT
2024-10-19 12:00:00,68080.6,68354.0,68080.5,68224.6,110.14199116,BTC/USDT
2024-10-19 16:00:00,68224.7,68243.6,68010.0,68180.8,85.00506451,BTC/USDT
2024-10-19 20:00:00,68180.9,68415.0,68164.3,68378.0,143.9741063,BTC/USDT
2024-10-20 00:00:00,68378.8,68445.0,68096.4,68184.2,57.59414192,BTC/USDT
2024-10-20 04:00:00,68184.2,68443.0,68171.6,68370.1,84.62650857,BTC/USDT
2024-10-20 08:00:00,68370.2,68496.9,68353.6,68415.8,78.66669445,BTC/USDT
2024-10-20 12:00:00,68415.9,68760.0,68201.6,68627.5,212.98384729,BTC/USDT
2024-10-20 16:00:00,68627.6,68660.5,68417.0,68507.1,75.73833989,BTC/USDT
2024-10-20 20:00:00,68507.1,69388.0,68459.5,69034.5,427.67958659,BTC/USDT
2024-10-21 00:00:00,69034.6,69537.1,68599.1,68937.5,264.88296633,BTC/USDT
2024-10-21 04:00:00,68937.5,69189.2,68500.0,68519.5,168.97543658,BTC/USDT
2024-10-21 08:00:00,68519.6,68665.5,68139.1,68235.2,225.70205756,BTC/USDT
2024-10-21 12:00:00,68235.2,68333.4,66849.6,67327.8,717.24909594,BTC/USDT
2024-10-21 16:00:00,67328.0,67937.0,66894.0,67763.3,445.87935898,BTC/USDT
2024-10-21 20:00:00,67763.4,67933.7,67362.7,67375.5,216.46600802,BTC/USDT
2024-10-22 00:00:00,67375.5,67688.6,66564.0,67395.0,295.26515038,BTC/USDT
2024-10-22 04:00:00,67395.0,67789.6,67283.2,67394.7,124.22586955,BTC/USDT
2024-10-22 08:00:00,67394.7,67513.3,66750.0,67294.5,290.57520224,BTC/USDT
2024-10-22 12:00:00,67292.0,67672.4,66643.6,67280.7,575.06163823,BTC/USDT
2024-10-22 16:00:00,67279.1,67634.6,66876.6,67479.5,487.69977283,BTC/USDT
2024-10-22 20:00:00,67476.3,67832.9,67288.0,67419.8,158.73194744,BTC/USDT
2024-10-23 00:00:00,67423.3,67464.5,66894.3,67078.5,141.81357797,BTC/USDT
2024-10-23 04:00:00,67078.6,67300.0,66800.0,66852.5,156.2348319,BTC/USDT
2024-10-23 08:00:00,66852.6,67050.4,66193.7,66424.5,336.29564908,BTC/USDT
2024-10-23 12:00:00,66424.5,66899.9,65917.2,66220.9,489.03512584,BTC/USDT
2024-10-23 16:00:00,66221.0,66575.9,65257.1,66468.9,765.59416231,BTC/USDT
2024-10-23 20:00:00,66477.5,66805.2,66340.0,66665.0,203.99973143,BTC/USDT
2024-10-24 00:00:00,66665.0,67611.8,66508.2,67217.4,299.68905571,BTC/USDT
2024-10-24 04:00:00,67216.6,67476.6,67073.0,67122.6,163.5701524,BTC/USDT
2024-10-24 08:00:00,67122.6,67326.0,66719.2,67287.7,256.2411002,BTC/USDT
2024-10-24 12:00:00,67287.8,67980.3,67260.6,67696.9,500.41100997,BTC/USDT
2024-10-24 16:00:00,67696.9,68311.9,67350.0,68298.1,302.86655341,BTC/USDT
2024-10-24 20:00:00,68305.4,68850.7,67974.7,68200.0,344.61666451,BTC/USDT
2024-10-25 00:00:00,68200.0,68277.8,67834.7,68005.5,221.87456278,BTC/USDT
2024-10-25 04:00:00,68005.4,68042.0,67243.8,67522.9,208.63146448,BTC/USDT
2024-10-25 08:00:00,67523.0,68174.1,67298.9,68102.5,221.37826032,BTC/USDT
2024-10-25 12:00:00,68102.6,68765.5,67440.1,67688.6,488.47457124,BTC/USDT
2024-10-25 16:00:00,67688.6,67866.7,65990.2,66844.5,1003.77492682,BTC/USDT
2024-10-25 20:00:00,66846.9,67391.9,65596.4,66696.8,664.38602201,BTC/USDT
2024-10-26 00:00:00,66696.2,67036.0,66441.4,66910.6,359.63991479,BTC/USDT
2024-10-26 04:00:00,66910.6,67234.9,66778.3,67008.4,184.86250175,BTC/USDT
2024-10-26 08:00:00,67008.3,67267.6,66957.4,67133.8,131.85831811,BTC/USDT
2024-10-26 12:00:00,67133.7,67179.6,66745.0,66881.8,219.30241634,BTC/USDT
2024-10-26 16:00:00,66882.2,67185.5,66789.0,67181.2,143.36089237,BTC/USDT
2024-10-26 20:00:00,67181.3,67456.6,67087.1,67094.7,105.14318485,BTC/USDT
2024-10-27 00:00:00,67094.7,67322.2,66934.3,67286.0,71.03979851,BTC/USDT
2024-10-27 04:00:00,67287.7,67317.6,67115.0,67198.9,65.79949805,BTC/USDT
2024-10-27 08:00:00,67198.9,67267.6,67035.7,67123.9,59.91844414,BTC/USDT
2024-10-27 12:00:00,67123.9,67850.5,67120.5,67787.7,187.51404012,BTC/USDT
